state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
MI,muni,0500000US26165,,,11,21,1.90909090909091,0.727272727272727,543.2,990.037126127657,0,0,624,0.3,1,0,0,0,1,0.272727272727273,30,9.25820099772552,20,30,40,3000,0,3000,3000,3000
MI,muni,0600000US2605552480,,,54,140,2.59259259259259,0.54,167.173913043478,427.763761612402,0,0,18.75,0.25531914893617,1,0,0,0,1,0.648148148148148,10.1052631578947,5.3113582364391,5,15,15,746.285714285714,399.728479274191,500,700,1200
MI,muni,1600000US2650880,,,10,30,3,0.5,125,353.553390593274,0,0,0,0.125,1,0,0,0,1,0.5,7,0,7,7,7,6,0,6,6,6
MI,muni,1600000US2674900,,,8,16,2,0.571428571428571,264.166666666667,483.636399236727,0,0,288.75,0.333333333333333,0,1,0,0,1,0.5,12.5,2.88675134594813,10,12.5,15,1000,0,1000,1000,1000
MI,muni,1600000US2629000,,,97584,273280,2.80045909165437,0.629901083161758,653.307441998056,878.449030397649,0,0,1350,0.180063550208828,0.978613297261846,0.0210075422200361,0.000174208886702738,0.000204951631414986,1,0.569211214335169,37.7592485129842,181.340381376503,20,25,30,54292.0558258596,710932.425104824,2000,3000,4000
MI,muni,1600000US2612060,,,67,153,2.28358208955224,0.46031746031746,564.897959183674,703.140314496864,0,0,1000,0.207547169811321,0.985074626865672,0.0149253731343284,0,0,1,0.611940298507463,17.7307692307692,4.7712278697014,15,18,20,2543.90243902439,862.858267761225,2000,2500,3000
MI,muni,0600000US2604955980,,,73,260,3.56164383561644,0.774193548387097,499.363636363636,774.965388301658,0,0,764.5,0.25,1,0,0,0,1,0.465753424657534,63.5384615384615,236.127178728779,23,25,30,2756.17647058824,693.445568010371,2275,2650,3000
MI,muni,0600000US2604956160,,,82,227,2.76829268292683,0.894736842105263,376.982456140351,709.039075369618,0,0,468,0.315789473684211,0.939024390243902,0.0609756097560976,0,0,1,0.426829268292683,17.4468085106383,3.82672814407055,15,15,20,1574.28571428571,796.718585324631,1000,1500,1750
MI,muni,1600000US2682960,,,187,485,2.59358288770054,0.430232558139535,709.339805825243,925.155488292432,0,400,1200,0.169642857142857,1,0,0,0,1,0.663101604278075,32.8064516129032,39.6707096432113,14,25,40,4435.8064516129,4995.12756036803,3000,3750,5000
MI,muni,1600000US2642820,,,150,357,2.38,0.71969696969697,495.336206896552,788.742906743719,0,150,781.5,0.233333333333333,1,0,0,0,1,0.378378378378378,22.0769230769231,9.69447811813024,15.5,24,25,2899.10714285714,1366.86406424702,2000,2700,4000
MI,muni,1600000US2688940,,,105,291,2.77142857142857,0.68421052631579,558.58,634.722632336362,0,475,1000,0.228571428571429,0.952380952380952,0.0476190476190476,0,0,1,0.19047619047619,17.2235294117647,8.33577555249808,12,15,20,2580,1296.79767524711,1500,2000,4000
MI,muni,0600000US2608112240,,,1,1,1,1,0,,0,0,0,0,1,0,0,0,1,0,20,,20,20,20,,,,,
MN,muni,1600000US2701720,,,3948,11063,2.80217831813577,0.634214186369958,423.156810631229,646.088986435523,0,0,778.75,0.293280370738166,0.998480243161094,0,0.00151975683890578,0,1,0.578233034571063,18.8169014084507,21.9574322682416,12,15,22,42902.0101860053,630028.479345588,1500,2500,3800
MN,muni,1600000US2753026,,,253,645,2.54940711462451,0.663461538461538,399.431818181818,547.05620072644,0,22.5,760.5,0.280898876404494,1,0,0,0,1,0.464,15.7238805970149,6.68337831713847,10,15,19,347240.103448276,1832114.95643377,1000,1900,4000
MN,muni,1600000US2730392,,,183,537,2.9344262295082,0.239520958083832,168.348484848485,399.034999801257,0,0,0,0.360902255639098,1,0,0,0,1,0.644808743169399,16.1129032258065,11.7181445947974,8,12,20,510388.033898305,2205784.54974531,1000,2000,2500
MN,muni,1600000US2712700,,,6726,19939,2.96446625037169,0.520195439739414,509.433717870876,704.136948336524,0,0,960,0.153127538586515,0.999702646446625,0.000297353553374963,0,0,1,0.706375336725531,47.6199071686436,243.80718970976,15,22,28,40766.0133474576,616265.256655898,1800,2500,3500
MN,muni,0500000US27053,,,378194,1036599,2.7409186819463,0.581380125671173,596.34248739799,914.361202175079,0,0,1000,0.223646296765865,0.993825920030461,0.00530415606804973,0.000182446046209088,0.000687477855280623,1,0.550585406535325,47.7443815920916,271.704617584668,20,28,38,77993.5873020557,854492.751821024,2600,4000,5000
MN,muni,1600000US2705068,,,6654,18943,2.84685903216111,0.639078221356702,378.772039757995,650.379145378308,0,0,566.25,0.310715763342987,0.993387436128644,0.00240456868049294,0.00420799519086264,0,1,0.605644431029279,30.6431649040345,179.526047833718,10,15,25,348564.691004236,1828411.26246804,600,1500,3500
MN,muni,1600000US2765794,,,13,28,2.15384615384615,1,473.384615384615,792.524504191252,0,0,656,0.230769230769231,1,0,0,0,1,0,24.7692307692308,8.95501578403454,22,25,25,,,,,
MN,muni,0600000US2700746906,,,43,117,2.72093023255814,0.5,534.53125,820.270765067361,0,0,956.25,0.375,1,0,0,0,1,0.86046511627907,12,0,12,12,12,4740.54054054054,2074.77702409191,3500,5000,7000
MN,muni,1600000US2770708,,,5,7,1.4,1,120,268.328157299975,0,0,0,0.6,1,0,0,0,1,1,,,,,,332,181.989010657237,300,300,500
MN,muni,0600000US2700705086,,,8,21,2.625,0.625,71.4285714285714,188.982236504614,0,0,0,0.285714285714286,1,0,0,0,1,1,,,,,,1812.5,258.774584753383,1500,2000,2000
MN,muni,0600000US2700763328,,,160,471,2.94375,0.58041958041958,218.213675213675,466.706007088784,0,0,170,0.273504273504274,0.99375,0,0.00625,0,1,0.64375,11.9824561403509,4.62713745230313,10,10,14,1087.55339805825,990.447222497022,400,750,1550
MN,muni,0600000US2700771590,,,296,941,3.17905405405405,0.647286821705426,248.929292929293,445.256140337365,0,5,336.25,0.338383838383838,1,0,0,0,1,0.628378378378378,10.6272727272727,12.7616534913464,5.25,10,10,1188.19892473118,798.019073265881,600,1000,1500
MN,muni,0600000US2700935522,,,290,994,3.42758620689655,0.593023255813954,236.637755102041,489.516272381436,0,0,272.5,0.316831683168317,1,0,0,0,1,0.53448275862069,88.712962962963,377.058463721524,6,10,13,323943.677419355,1772324.53011396,500,1200,2000
MN,muni,1600000US2756896,,,18242,55793,3.05849139348756,0.542729898892634,461.507704918033,743.245506024801,0,0,750,0.211621724268895,0.999232540291635,0,0.000328911303585133,0.000438548404780178,1,0.527154236060826,34.9944040957257,190.174259447845,15,20,30,111157.211538462,1032251.68280581,2000,3000,4500
MN,muni,1600000US2758684,,,2701,8579,3.17623102554609,0.504128819157721,327.081194342588,551.268346203205,0,0,540,0.151181102362205,1,0,0,0,1,0.571003717472119,13.5530776092774,5.73609279990744,10,12,15,203751.951822917,1406416.18771989,1100,1800,2800
MN,muni,0600000US2701359458,,,4,10,2.5,0,341,574.250816281527,45,82,378,0,1,0,0,0,1,1,,,,,,3000,0,3000,3000,3000
MN,muni,0600000US2701336584,,,207,535,2.58454106280193,0.585106382978723,377,480.170571544923,0,225,483.75,0.436893203883495,1,0,0,0,1,0.560386473429952,6.9875,2.27531469516314,5,6.5,8,173927.293103448,1307141.51756019,1000,1500,2000
MN,muni,0600000US2701353206,,,359,885,2.46518105849582,0.583081570996979,154.308771929825,339.633609690256,0,0,125,0.4,0.997214484679666,0.00278551532033426,0,0,1,0.479108635097493,9.95108695652174,4.03303285423343,8,9,10,1926.74418604651,1084.3301129387,1000,1800,2500
MN,muni,0600000US2701331688,,,319,889,2.78683385579937,0.472027972027972,738.465753424658,591.843144624199,300,500,1000,0.0433070866141732,1,0,0,0,1,0.529780564263323,271.31884057971,805.373205283381,10,10,20,712629.49112426,2575268.35951859,1300,2000,3500
MN,muni,1600000US2739878,,,11952,33222,2.77961847389558,0.654576545765458,604.074650756694,826.205053470664,0,216,1000,0.238292682926829,0.999581659973226,0,0,0.000418340026773762,1,0.5,64.1232774674116,472.691220384624,15,25,35,213342.464050076,1432702.01324009,2000,3500,5000
MN,muni,1600000US2747068,,,3169,8375,2.64278952350899,0.640579710144928,684.093253968254,868.394077531768,0,316,1200,0.348940914158306,1,0,0,0,1,0.572514249525016,27.6233082706767,15.0524609939412,20,27,35,174770.612831858,1298075.97386153,2500,3300,4500
MN,muni,0600000US2701361240,,,6,21,3.5,1,,,,,,1,1,0,0,0,1,1,,,,,,2000,0,2000,2000,2000
MN,muni,0600000US2701340328,,,95,207,2.17894736842105,0.65625,326,735.471853613466,0,0,420,0.397260273972603,1,0,0,0,1,0.273684210526316,12.2307692307692,5.79538941414108,10,10,18,1540522.76923077,3678567.82835134,2000,3000,4000
MN,muni,1600000US2756824,,,242,618,2.55371900826446,0.830357142857143,219.225274725275,465.088667146314,0,0,142.5,0.441988950276243,1,0,0,0,1,0.603305785123967,49.4651162790698,181.854156023247,10,14,20,2163.49315068493,1040.95618673957,1500,2150,3000
MN,muni,0600000US2701366928,,,81,194,2.39506172839506,0.428571428571429,541.764705882353,427.306027545213,250,600,900,0.62962962962963,1,0,0,0,1,0.530864197530864,190.861111111111,461.174410935372,8,13.5,18.5,700999.860465116,2576775.27413262,2000,3000,4000
MN,muni,0600000US2701534442,,,401,1101,2.74563591022444,0.583783783783784,254.108626198083,497.177760305122,0,0,387,0.233974358974359,1,0,0,0,1,0.551122194513716,12.5254237288136,5.29586866920614,8,13,15,183636.162895928,1335782.49786468,1500,2500,4000
MN,muni,1600000US2746042,,,8425,23804,2.82540059347181,0.500512557662737,375.018443702793,616.371280155556,0,0,624,0.271963824289406,1,0,0,0,1,0.596142326584402,37.353310323188,260.556587222796,12,17,25,230947.82857717,1489306.4548698,2300,3500,5000
MN,muni,1600000US2760844,,,2692,7523,2.7945765230312,0.591497227356747,438.693425076453,633.118986572004,0,160,642.5,0.233256351039261,0.99962852897474,0,0,0.00037147102526003,1,0.608532934131737,17.5336538461538,14.8076802288134,10,15,20,33878.6734317343,553676.276952068,1800,3000,4000
MN,muni,1600000US2712394,,,6,13,2.16666666666667,0,390,581.412074178031,0,210,420,0,1,0,0,0,1,1,,,,,,3333.33333333333,1290.99444873581,2500,2500,4375
MN,muni,1600000US2761816,,,2090,6131,2.93349282296651,0.534607438016529,358.176885130374,558.620727766804,0,0,660,0.343441466854725,1,0,0,0,1,0.666182170542636,58.8365243004418,281.443232811301,13,16,25,279724.296,1639316.90046856,2000,3000,4500
MN,muni,0600000US2701765902,,,645,1753,2.71782945736434,0.589225589225589,461.938775510204,747.701251763074,0,0,835.75,0.344689378757515,1,0,0,0,1,0.52093023255814,21.1346801346801,17.550565247944,15,18,25,62212.2797619048,770157.862964823,1500,2000,3500
MN,muni,1600000US2712160,,,7535,20742,2.75275381552754,0.440930364487307,505.568563592732,725.337298539508,0,0,1000,0.193963384463137,0.987790311877903,0,0.0120769741207697,0.00013271400132714,1,0.733521657250471,78.7625570776256,606.370692471764,12,17,25,107479.18466899,1016831.8214294,1700,3000,4000
MN,muni,1600000US2713780,,,1,1,1,1,1124,,1124,1124,1124,0,1,0,0,0,1,0,,,,,,,,,,
MN,muni,1600000US2732966,,,26,62,2.38461538461538,0.653846153846154,109.409090909091,313.546633440691,0,0,0,0.5,1,0,0,0,1,0.615384615384615,5.8,1.68654808542314,5,5,5,2501543.25,4471214.74757578,900,3000,2502999.5
MN,muni,0600000US2701732264,,,91,267,2.93406593406593,0.506172839506173,157.109375,321.79230791696,0,0,58.5,0.328125,1,0,0,0,1,0.831460674157303,53.2,100.40005691518,10,12,25,567.567567567568,562.262578961869,100,450,1000
MN,muni,1600000US2743954,,,665,1980,2.97744360902256,0.67741935483871,308.077405857741,556.689473671275,0,0,476,0.309623430962343,1,0,0,0,1,0.663157894736842,20.8258928571429,9.36078304891836,15,20,30,2881.5873015873,2052.8942367971,1000,2500,4500
MN,muni,0600000US2701760268,,,90,255,2.83333333333333,0.376470588235294,243.094594594595,417.163585039143,0,0,434.75,0.445945945945946,1,0,0,0,1,0.477777777777778,6.02127659574468,1.75064412620448,5,5,7,931.093023255814,860.26127852596,400,1000,1000
MN,muni,0600000US2701914482,,,483,1326,2.74534161490683,0.503401360544218,193.014409221902,380.071992450053,0,0,153.5,0.330459770114943,1,0,0,0,1,0.488612836438923,8.86666666666667,3.95462407870902,6,8,11,298221,1699827.10990021,600,1500,2500
MN,muni,1600000US2710972,,,22,77,3.5,0.142857142857143,306.363636363636,373.544447884659,50,180,362.5,0.133333333333333,1,0,0,0,1,0.75,14,2.23606797749979,15,15,15,3433.33333333333,1015.35825251602,3500,4000,4000
MN,muni,1600000US2712664,,,393,1283,3.264631043257,,708.479041916168,693.520509319854,200,550,955,0.0717703349282297,1,0,0,0,1,0.597964376590331,421.683544303798,924.205943138531,10,11,17,216088.29787234,1445638.65914062,2500,3500,4500
MN,muni,0600000US2701972130,,,11,36,3.27272727272727,0.545454545454545,464,354.265437207753,324,460,600,0,1,0,0,0,1,1,,,,,,1818.18181818182,783.34945180064,1000,2500,2500
MN,muni,0600000US2701929726,,,99,224,2.26262626262626,0.488888888888889,120,324.487450085759,0,0,0,0.41025641025641,1,0,0,0,1,0.484848484848485,13.3725490196078,4.81647499449016,9,15,17,2539.58333333333,1386.21474240348,1425,2000,3500
MN,muni,1600000US2745556,,,119,301,2.52941176470588,0.371428571428571,202.362637362637,391.428538007004,0,0,227.5,0.318681318681319,1,0,0,0,1,0.46218487394958,13.859375,4.12066872173507,11.75,12,18,3227.27272727273,1517.85113033922,1750,3000,4000
MN,muni,1600000US2767036,,,43,145,3.37209302325581,0.361111111111111,924.888888888889,893.504399044074,320,500,1440,0.307692307692308,1,0,0,0,1,0.953488372093023,15,0,15,15,15,3943.90243902439,976.165657172953,3200,3850,5000
MN,muni,1600000US2767432,,,104,317,3.04807692307692,0.32183908045977,443.575757575758,551.559098731894,48,400,525,0.327868852459016,1,0,0,0,1,0.663461538461538,96.0571428571429,350.709947430766,7,8,15,438314.405797101,2053492.63231213,3500,3500,4000
MN,muni,1600000US2768548,,,600,1593,2.655,0.540901502504174,403.785454545455,577.770508395504,0,150,650,0.102189781021898,1,0,0,0,1,0.536666666666667,82.108527131783,379.8066626805,10,15,20,1492350.57142857,3566401.73046466,1200,2000,3500
MN,muni,0500000US27021,,,5,9,1.8,1,335,293.65512652316,180,320,475,0,0.6,0,0.4,0,1,0.4,6,0,6,6,6,150,0,150,150,150
MN,muni,0600000US2702106040,,,241,696,2.88796680497925,0.810185185185185,169.584269662921,308.601375957211,0,0,237.5,0.375,1,0,0,0,1,0.676991150442478,9.125,3.59944244508687,6,8,10,1317.45098039216,980.109103360011,400,1000,2000
MN,muni,0600000US2702153800,,,450,1213,2.69555555555556,0.683698296836983,253.296072507553,493.903477826154,0,0,325,0.336363636363636,1,0,0,0,1,0.584444444444444,11.7540106951872,7.36990556393977,6,10,15,152818.63878327,1226081.43915129,200,400,1000
MN,muni,0600000US2702124686,,,253,769,3.03952569169961,0.491150442477876,239.149425287356,467.733658432747,0,0,314.25,0.312138728323699,0.873517786561265,0.0197628458498024,0.106719367588933,0,1,0.765873015873016,5.55932203389831,2.99004778211548,3,5,10,405,313.664496981515,150,350,500
MN,muni,0600000US2702163958,,,37,87,2.35135135135135,0.540540540540541,207.925925925926,511.6012514213,0,0,66,0.461538461538462,1,0,0,0,1,0.594594594594595,9.53333333333333,4.05086704416768,6.5,7,15,1490.90909090909,644.322524169003,1000,1500,1800
MN,muni,0600000US2702152252,,,254,625,2.46062992125984,0.61864406779661,206.650246305419,375.91152692711,0,0,272.5,0.293532338308458,1,0,0,0,1,0.665354330708662,8.7051282051282,4.17509304464008,5.25,8,10,1146.89940828402,907.337494599882,500,1000,1500
MN,muni,0600000US2702165776,,,828,2584,3.1207729468599,0.832098765432099,408.555555555556,700.162232233335,0,0,700,0,0.985507246376812,0.00483091787439614,0.00966183574879227,0,1,0.66256157635468,16.7088122605364,8.46346667738662,10,15,20,504192.544609666,2184778.38312882,1000,2100,4000
MN,muni,0600000US2702511368,,,7,28,4,1,930,,930,930,930,0,1,0,0,0,1,0,12,0,12,12,12,,,,,
MN,muni,1600000US2737304,,,617,1675,2.71474878444084,0.611486486486487,216.742063492064,448.983775157167,0,0,200,0.241584158415842,1,0,0,0,1,0.53322528363047,14.4185185185185,5.9294825740793,10,15,20,428568.060790274,2020910.46689553,1500,2500,3500
MN,muni,1600000US2756266,,,1003,2571,2.56331006979063,0.502197802197802,294.877734877735,564.976891901334,0,0,400,0.372750642673522,1,0,0,0,1,0.559322033898305,13.3492063492064,6.49898982049277,8,13,16,2381.19429590018,1516.82298372862,1000,2000,3500
MN,muni,0600000US2700337376,,,4,10,2.5,0,0,0,0,0,0,0.666666666666667,1,0,0,0,1,1,,,,,,2000,0,2000,2000,2000
MN,muni,0600000US2702559332,,,143,345,2.41258741258741,0.512,238.558139534884,464.244753010386,0,0,138,0.369047619047619,1,0,0,0,1,0.524475524475525,11.3650793650794,4.97186142626549,8,12,15,268861.813333333,1621556.70759089,1050,2000,3000
MN,muni,1600000US2764318,,,7,16,2.28571428571429,0.5,710,14.142135623731,705,710,715,0.666666666666667,1,0,0,0,1,0.428571428571429,5,0,5,5,5,2000,0,2000,2000,2000
MN,muni,1600000US2703574,,,1093,3018,2.7612076852699,0.537055837563452,233.387484957882,518.769848486404,0,0,180,0.336144578313253,1,0,0,0,1,0.544373284537969,24.2762886597938,113.595583385578,8,12,17,321143.156302521,1759360.82616698,850,1700,3000
MN,muni,1600000US2715976,,,936,2874,3.07051282051282,0.430698739977091,581.426724137931,921.363658012609,0,0,991,0.234104046242775,1,0,0,0,1,0.738247863247863,21.0622406639004,14.1229816242359,12,15,25,2603.22720694645,1267.20810510173,1500,2800,3500
MN,muni,0600000US2702727764,,,973,2808,2.88591983556012,0.560488346281909,280.488095238095,495.150579669287,0,0,400,0.216931216931217,1,0,0,0,1,0.525179856115108,16.0552995391705,40.8048550526589,8,12,15,451820.790606654,2074913.0757919,1000,1800,2500
MN,muni,0600000US2702724542,,,263,750,2.85171102661597,0.536170212765958,231.569948186529,483.031191332939,0,0,275,0.507772020725389,1,0,0,0,1,0.479087452471483,9.36496350364964,4.49325624164369,5,8,10,318690.571428571,1760007.03867482,1000,1200,1500
MN,muni,1600000US2743864,,,5905,17336,2.93581710414903,0.642314990512334,428.59711620017,721.301644279605,0,0,722.75,0.341587301587302,0.998983911939035,0.000338696020321761,0.000508044030482642,0.000169348010160881,1,0.50535590877678,40.0142348754448,235.739923000009,18,25,35,157200.835555556,1230562.29877973,2000,3000,4500
MN,muni,1600000US2724182,,,279,893,3.20071684587814,0.561752988047809,267.655,425.438982244299,0,0,470.5,0.32,0.974910394265233,0.00716845878136201,0.017921146953405,0,1,0.437275985663082,17.5741935483871,11.6752309619229,10,15,20,1455.24590163934,1126.73683238185,600,1200,2875
MN,muni,0600000US2702733812,,,3,6,2,0.333333333333333,133.333333333333,230.94010767585,0,0,200,0.333333333333333,1,0,0,0,1,1,,,,,,7000,0,7000,7000,7000
MN,muni,0600000US2702719052,,,42,116,2.76190476190476,0.25,956,1444.64558184451,201.25,334,975,0.0555555555555556,1,0,0,0,1,0.690476190476191,392.769230769231,935.225654930951,8,14,14,2026.20689655172,1064.75823477547,1500,1500,3000
MN,muni,0600000US2702766154,,,69,185,2.68115942028986,0.636363636363636,230.454545454545,549.219592400465,0,9.5,255,0.333333333333333,1,0,0,0,1,0.608695652173913,8.92592592592593,4.14103225635205,5,7,12,1076.19047619048,817.919586902522,700,700,1500
MN,muni,0600000US2700709082,,,226,601,2.65929203539823,0.525252525252525,207.70987654321,424.347781341174,0,0,183.75,0.422360248447205,1,0,0,0,1,0.786666666666667,7.32608695652174,2.12972974629894,6.25,7,8,648.022598870057,580.591674645966,150,450,1000
